Position data for MD simulation
3882 2 30.366018 7.840923 18.851754
3883 1 30.006441 1.786583 14.616237
3884 1 32.002047 4.165406 14.43373
3885 1 37.958923 6.158026 17.382525
3886 1 32.082302 0.097153 20.370875
3887 2 34.294875 0.206588 18.628531
3888 1 36.267214 0.288897 17.109536
3889 2 31.867763 6.267002 15.919263
3890 1 31.997795 3.905354 17.550783
3891 1 32.007541 5.949635 18.587551
3892 1 31.704739 4.244529 20.179922
3893 1 38.248207 0.013607 21.337483
3894 1 37.95016 6.207311 20.151095
3895 1 32.074758 8.106215 17.252311
3896 1 31.885429 7.683611 20.399503
3897 1 33.976087 4.16403 21.429661
3898 2 32.153134 2.269178 15.858892
3899 2 33.887343 0.165864 15.790938
3900 1 31.920676 2.16945 18.726515
3901 1 30.051381 2.113247 20.37854
3902 2 36.587931 2.053147 21.481674
3903 1 33.758152 4.239566 16.124403
3904 1 33.859854 2.206874 17.157742
3905 2 33.87976 3.971035 18.70822
3906 1 34.081118 2.022399 20.107415
3907 1 37.919606 2.135351 14.502633
3908 2 33.996005 8.055169 15.585487
3909 1 33.90057 6.340357 17.109591
3910 1 34.042468 8.217656 18.604311
3911 1 33.848152 6.001906 20.046771
3912 2 37.857883 4.248832 18.721529
3913 2 37.926978 8.015704 18.809159
3914 1 38.153172 9.752417 17.190425
3915 1 30.058914 9.830334 20.247917
3916 2 35.905983 6.266405 15.481362
3917 1 35.905176 4.598673 17.276296
3918 2 35.752633 6.31035 18.775295
3919 1 35.97561 4.196218 20.18088
3920 1 36.065321 8.105858 16.919492
3921 1 36.084545 8.251828 20.415572
3922 1 38.020795 7.81658 15.594663
3923 2 35.667022 2.420962 15.920255
3924 1 33.93296 5.99091 14.339036
3925 1 35.984315 2.395748 18.421595
3926 1 38.289974 2.055148 19.781175
3927 2 38.528192 0.076528 15.777252
3928 2 37.864579 4.298339 15.806402
3929 1 37.798171 2.155726 17.023615
3930 1 30.204906 1.741878 17.083589
3931 1 32.019558 8.198687 14.397629
3932 1 38.138036 9.947165 14.524938
3933 1 36.194465 0.426077 20.011059
3934 1 36.168611 0.153135 14.46181
3935 1 30.178329 3.881171 16.02099
3936 2 29.965599 0.051522 18.867116
3937 1 39.979889 4.071704 19.969164
3938 2 32.170235 2.276101 21.418085
3939 2 34.021993 7.956999 21.449858
3940 1 37.980423 3.950594 21.286165
3941 2 38.166549 0.145184 18.595413
3942 1 30.251639 9.993378 17.257133
3943 2 35.950681 9.906631 18.484467
3944 2 39.850278 6.216679 16.09986
3945 1 30.03367 5.821861 22.965655
3946 1 30.011851 6.091073 25.884469
3947 2 38.032326 0.223398 24.504338
3948 1 30.063992 9.885064 26.243468
3949 2 30.283502 8.007357 24.455128
3950 1 29.993398 2.09849 25.882804
3951 1 31.878185 3.748738 22.98327
3952 1 32.099068 5.821661 24.370245
3953 1 32.038359 4.207803 26.077449
3954 2 32.447012 6.185745 27.049001
3955 1 32.019431 7.928154 22.830603
3956 1 31.890841 8.249042 25.730281
3957 1 29.995217 0.215741 24.460048
3958 1 32.172633 2.028252 24.397736
3959 2 32.101089 1.961771 27.322744
3960 1 33.925252 9.884327 25.790445
3961 1 34.094333 2.170128 22.715662
3962 2 34.043133 3.91021 24.162126
3963 1 33.904325 2.087896 25.9439
3964 1 33.938465 4.121034 27.394416
3965 1 39.656548 8.036582 23.124251
3966 2 34.106209 0.109848 24.243913
3967 1 34.216582 6.020179 22.98879
3968 2 33.974191 7.858067 24.412261
3969 1 34.264828 5.965094 25.609631
3970 1 33.919409 8.004458 27.205135
3971 1 33.720525 9.689037 22.713122
3972 1 30.227462 1.885263 23.082707
3973 1 30.026081 1.973842 28.619488
3974 1 36.025255 3.996708 22.850429
3975 1 36.216881 5.827254 24.388305
3976 1 35.982225 3.941848 25.768103
3977 2 35.834034 6.052949 27.328879
3978 1 35.880195 8.034027 22.938151
3979 1 35.931983 7.957078 25.658354
3980 2 37.804408 8.046728 27.026922
3981 2 30.038648 0.151138 27.200137
3982 1 32.224827 0.28509 22.696507
3983 1 36.088876 2.091455 24.412577
3984 2 37.929139 8.138179 21.657869
3985 2 36.055801 2.1257 27.212379
3986 1 38.096723 6.162952 25.765359
3987 1 38.096579 2.184383 23.078117
3988 2 37.983817 4.082419 24.43111
3989 1 38.364964 1.966336 25.84697
3990 1 38.008958 4.185564 27.013149
3991 1 38.0338 6.149562 22.825726
3992 2 37.700866 8.048472 24.33305
3993 1 32.318987 9.755735 27.758803
3994 1 38.082759 6.079045 28.48072
3995 2 32.119242 5.771308 21.793393
3996 2 30.162423 3.934883 24.554434
3997 2 35.986595 6.171552 21.636486
3998 1 39.912685 7.745207 25.407748
3999 1 37.864717 9.936685 28.449822
4000 1 37.957936 0.192908 27.563389
4001 1 39.840047 8.11691 28.63151
4002 2 35.828905 9.809542 27.309031
4003 1 34.315944 1.780582 28.703293
4004 2 30.328125 8.145882 27.507365
4005 1 36.145641 3.990089 28.69497
4006 1 32.22944 0.313485 25.843714
4007 1 30.110403 0.039118 21.824049
4008 1 36.259832 0.040062 22.804055
4009 1 30.253009 0.020978 33.44618
4010 1 37.913881 2.182647 31.828608
4011 1 33.918479 6.070215 28.92608
4012 2 32.380404 9.742074 32.991204
4013 1 37.944299 2.350743 28.895382
4014 1 32.033759 5.796618 30.238567
4015 1 32.14643 3.984273 31.672219
4016 2 31.97546 5.818104 33.246396
4017 1 32.0046 3.844191 34.428149
4018 1 30.086664 7.908372 30.396077
4019 1 30.273034 6.077372 29.021245
4020 1 32.029828 7.611395 31.809406
4021 1 29.932271 8.231324 35.85208
4022 1 32.079272 7.97365 34.549714
4023 2 32.056484 2.068715 30.184295
4024 2 32.168321 1.695775 33.279036
4025 1 34.350823 9.689781 29.049963
4026 2 33.994231 4.01122 29.939618
4027 1 33.988105 1.985139 31.435451
4028 2 33.850977 3.523151 33.019973
4029 1 34.418715 2.091133 34.602309
4030 1 39.740232 0.056712 31.393308
4031 2 34.068609 7.679918 30.587919
4032 1 34.120922 5.73324 31.967669
4033 1 34.040696 7.991967 32.923761
4034 1 33.813689 5.684786 34.777263
4035 2 38.260659 4.103177 32.928701
4036 1 39.805093 0.314801 28.819392
4037 1 35.979322 0.240455 31.513294
4038 2 38.058243 8.246233 33.04162
4039 2 36.118354 5.949504 30.144403
4040 1 35.88925 4.178211 31.952369
4041 2 36.000988 6.390387 33.331444
4042 1 36.324903 4.097746 34.32052
4043 1 30.128879 1.849834 31.749323
4044 2 37.773614 0.088981 30.307974
4045 1 36.328957 8.007617 31.565876
4046 1 35.998018 8.299947 34.664919
4047 1 38.143881 8.092807 30.111256
4048 2 36.091681 2.417042 30.33314
4049 1 38.161617 6.110617 31.86048
4050 1 36.05672 2.172812 33.141832
4051 1 38.438981 2.163761 34.459566
4052 1 37.74007 6.006142 34.617275
4053 1 38.040351 4.251369 30.451534
4054 1 39.898054 2.127116 30.319245
4055 2 33.905998 0.085754 30.112767
4056 1 35.928752 7.800992 28.946914
4057 1 31.866948 4.086908 28.817911
4058 1 34.0476 9.991623 34.655527
4059 2 32.149946 10.001549 30.293356
4060 1 32.168444 7.979244 29.231589
4061 1 30.226263 9.951173 28.949774
4062 1 39.954887 7.982519 34.503901
4063 2 37.962011 0.174334 33.276555
4064 1 30.057786 2.251395 34.345488
4065 1 39.945402 4.277343 34.558226
4066 1 34.223155 9.970047 31.633051
4067 1 35.988296 0.237339 28.895173
4068 2 38.148002 8.156728 35.824827
4069 2 38.21053 0.239937 35.878715
4070 2 39.672374 9.941505 30.117764
4071 1 36.004151 0.042794 34.687849
4072 1 35.954324 3.93529 42.985228
4073 2 38.030453 4.207382 36.045325
4074 2 34.017349 7.973962 35.908229
4075 1 31.898123 9.902352 36.035264
4076 1 36.188092 1.930272 35.950445
4077 1 35.599552 7.959576 43.059461
4078 1 36.007828 9.890935 38.808165
4079 2 30.259462 0.215064 36.02329
4080 1 31.902158 4.038841 43.018134
4081 1 32.036898 4.307494 37.328506
4082 1 31.802551 6.022228 38.849353
4083 1 32.107435 4.000026 40.113899
4084 2 31.705134 5.904968 41.751056
4085 1 32.160663 7.914376 37.461368
4086 1 31.935789 8.030805 40.385604
4087 1 35.695663 6.03979 36.059477
4088 2 34.26839 4.026882 36.181689
4089 1 39.857037 0.187968 40.012893
4090 1 31.776156 1.912225 38.808323
4091 2 32.233275 1.948796 41.456295
4092 2 32.129561 2.101462 35.981141
4093 2 37.997591 0.306861 38.63478
4094 1 33.880121 1.963199 37.627409
4095 2 34.001574 4.307278 38.905127
4096 1 34.082958 2.316896 40.211528
4097 1 33.783423 4.035467 41.903733
4098 1 33.765399 9.889253 43.080909
4099 1 33.727838 6.136641 37.609842
4100 2 34.050016 7.772658 39.078036
4101 1 33.82515 5.941615 40.468561
4102 2 33.775796 8.093455 41.813323
4103 2 38.036312 3.886782 41.931781
4104 1 38.235723 2.250444 40.148639
4105 1 38.08932 8.125011 41.703714
4106 1 36.060176 3.946537 37.555834
4107 1 35.709404 6.072541 39.030177
4108 1 36.179693 3.901507 40.416087
4109 2 36.043188 5.930991 41.822035
4110 1 39.948229 8.134445 37.425148
4111 2 39.926046 6.062495 41.754098
4112 1 36.11927 8.118738 37.493013
4113 2 34.134344 0.085135 41.633773
4114 1 35.788389 8.104125 40.633675
4115 2 38.043284 7.962855 38.901256
4116 1 38.161724 6.005413 40.27969
4117 2 36.082983 1.938581 38.545802
4118 1 36.152254 1.961744 41.668288
4119 1 37.848189 6.147353 37.659395
4120 1 38.300972 2.109304 37.342476
4121 1 38.16546 3.999494 38.724491
4122 2 37.909717 0.13263 41.499893
4123 1 39.915065 0.096725 42.900424
4124 2 31.870137 6.193602 35.876668
4125 1 39.967546 4.208814 37.265285
4126 2 30.151077 3.932303 35.960192
4127 2 30.121669 7.88194 38.811813
4128 2 34.049492 0.201815 39.043997
4129 1 40.001807 7.820582 40.407385
4130 1 30.107665 4.259748 38.790819
4131 1 33.855635 9.756737 37.61453
4132 1 34.119553 1.963247 42.879986
4133 1 31.993751 9.840612 41.697088
4134 1 32.413787 0.137772 42.927616
4135 1 32.036895 0.049978 40.218477
4136 2 34.264167 0.259165 36.093448
4137 1 30.059364 2.162649 40.335367
4138 1 29.990073 5.994783 37.194385
4139 2 36.151731 9.970399 36.270996
4140 1 39.906675 9.889579 41.664667
4141 1 30.162065 16.117176 4.387252
4142 2 29.918965 12.369815 1.259139
4143 2 31.922854 10.117297 1.484479
4144 1 32.270856 19.96818 0.040096
4145 1 30.195476 14.105287 2.914012
4146 2 32.331608 9.991592 7.013045
4147 1 37.967563 13.546309 2.891672
4148 2 29.970676 19.808581 1.527551
4149 1 33.762046 17.838307 0.046818
4150 1 31.770549 12.042961 2.814932
4151 2 31.851614 14.318997 4.520169
4152 1 31.960241 11.992487 5.562108
4153 1 38.020925 17.977855 6.036136
4154 1 32.107383 13.918925 1.508905
4155 1 31.908508 15.856245 2.610337
4156 2 31.95573 17.774895 4.33743
4157 1 32.134167 15.808979 6.085032
4158 1 38.114309 15.578121 4.202734
4159 1 39.938068 17.954097 4.423278
4160 1 32.171935 18.276812 1.649762
4161 1 37.722751 18.077853 3.107212
4162 2 37.812708 15.762055 1.851366
4163 2 37.620134 11.971376 1.406349
4164 2 33.95516 12.091336 4.379322
4165 2 34.044579 11.853272 1.436705
4166 1 33.865564 13.814109 2.935061
4167 1 33.798388 16.197547 4.396887
4168 1 34.271352 14.102005 6.038797
4169 1 30.227765 18.012893 5.475533
4170 1 33.962287 13.997062 0.143226
4171 2 34.012427 16.130674 1.412082
4172 1 33.884217 18.238043 3.008745
4173 1 33.957569 18.203519 6.001176
4174 1 33.600518 11.886249 7.048578
4175 1 38.300186 13.388677 5.543192
4176 1 38.212472 10.125939 0.090969
4177 2 38.103676 11.355836 4.533178
4178 1 35.987388 12.29749 3.298903
4179 2 36.036696 14.15554 4.321685
4180 1 35.960009 11.982758 5.92527
4181 2 39.892622 18.17284 1.742545
4182 1 35.990925 14.205072 1.676478
4183 1 35.568517 16.296313 3.099708
4184 2 35.913065 18.282519 4.590498
4185 1 35.977448 16.141024 5.578513
4186 1 35.9183 10.300746 1.318116
4187 1 35.711459 18.108553 1.478646
4188 1 39.839131 16.222612 0.315522
4189 1 31.86386 16.139134 0.207445
4190 1 37.961765 13.970981 0.266917
4191 1 37.864868 17.737175 0.440765
4192 1 32.018197 19.787778 3.144315
4193 1 30.139813 17.909477 0.124679
4194 1 39.808943 11.76555 3.214667
4195 2 36.443844 13.918099 7.167519
4196 1 31.917122 19.929134 5.792242
4197 1 38.229339 15.574573 6.691408
4198 2 35.970827 9.917079 7.10304
4199 1 39.785668 13.796258 13.051382
4200 2 35.90692 17.926883 7.32442
4201 2 32.206776 13.819707 7.464011
4202 2 30.047698 16.102801 7.457555
4203 2 38.118434 11.976723 12.966788
4204 1 37.624413 19.760715 12.772947
4205 1 38.062606 11.633282 7.160902
4206 1 32.054938 11.888268 8.755889
4207 2 31.988141 14.094126 10.035028
4208 1 31.967706 12.08662 11.364817
4209 1 31.877193 14.343843 12.850403
4210 2 36.121056 10.06443 12.869944
4211 1 32.141585 16.00974 8.603483
4212 2 31.821532 18.176085 9.966088
4213 1 32.281398 16.240024 11.207868
4214 2 32.008166 18.319787 12.893821
4215 2 38.029369 19.596141 10.094946
4216 1 30.120032 11.891002 9.927871
4217 1 34.127147 10.158593 14.05351
4218 2 34.031499 12.040159 9.975083
4219 2 34.002178 12.157806 12.89575
4220 1 34.468591 13.768919 8.566004
4221 2 34.341048 15.906952 9.890306
4222 1 33.867046 14.181631 11.49334
4223 2 33.959686 16.302881 12.678889
4224 1 38.167053 17.665993 8.735941
4225 1 33.913344 18.276418 8.667779
4226 1 38.23284 14.00821 11.606775
4227 1 33.946391 18.246743 11.079966
4228 1 36.086514 19.929951 8.703972
4229 2 30.184571 11.991523 12.735138
4230 1 39.808362 11.92449 11.537736
4231 1 30.052505 16.235471 10.05669
4232 1 36.041817 11.847553 8.767176
4233 2 36.224148 14.074272 10.019006
4234 1 35.949671 12.128516 11.589828
4235 1 35.88116 14.144536 12.917428
4236 1 31.990812 12.028867 14.16752
4237 1 36.519197 15.871292 8.405847
4238 1 36.071244 17.996561 10.114395
4239 1 36.123915 16.145678 11.350659
4240 2 36.065579 18.080688 12.616926
4241 2 31.882885 18.031534 7.406003
4242 1 38.124849 15.800046 13.118869
4243 1 38.259877 13.589447 8.44706
4244 2 38.649697 15.998784 10.179995
4245 1 38.222743 17.772862 11.625668
4246 2 37.90461 11.963673 10.113368
4247 1 34.158483 10.127548 8.590729
4248 1 34.10683 18.156976 14.354642
4249 1 39.868131 13.627991 9.863003
4250 1 34.311998 16.048528 7.4601
4251 1 37.980844 18.023952 14.184286
4252 1 30.166663 17.89098 14.173122
4253 2 30.154363 16.213326 12.77916
4254 1 37.902456 13.83836 14.352125
4255 1 39.931941 19.876605 14.083997
4256 1 30.184285 14.336219 14.190239
4257 1 36.109954 12.060537 14.218926
4258 1 30.052012 13.992595 8.624033
4259 1 35.808852 19.820631 14.239203
4260 1 30.101689 18.285359 11.804187
4261 2 39.991431 10.138792 18.798896
4262 1 34.041902 10.23776 17.09471
4263 1 36.081776 10.261175 15.880209
4264 2 37.934186 11.844126 15.963495
4265 1 37.808251 10.033353 20.239095
4266 1 35.917967 16.420503 14.405881
4267 1 39.841856 19.779492 17.363406
4268 1 33.897667 14.389607 14.416691
4269 1 30.068452 13.856385 20.131804
4270 1 30.031633 11.882645 18.692035
4271 1 37.996111 19.94186 15.649488
4272 2 32.131487 10.233936 18.73272
4273 1 37.884853 17.998868 20.336028
4274 2 32.092675 13.973277 15.650961
4275 1 32.006936 12.088446 17.053365
4276 2 32.184485 13.900473 18.347316
4277 1 31.923429 12.117526 20.29294
4278 2 31.988404 18.084846 15.867874
4279 1 31.984786 15.984334 17.094106
4280 2 32.025355 17.989447 18.788161
4281 1 31.754958 15.86129 19.891849
4282 1 35.98365 19.536431 20.331704
4283 1 32.245724 19.681823 20.283587
4284 2 34.140212 12.065904 15.640251
4285 2 38.228512 15.805296 18.791935
4286 2 34.072628 12.045192 18.772339
4287 1 37.823458 13.912309 17.183119
4288 1 34.072787 16.225453 15.76503
4289 1 34.010234 13.862786 17.052625
4290 1 34.120034 15.815722 18.648525
4291 1 34.136912 14.033203 20.159268
4292 2 38.106782 16.213138 15.704058
4293 2 32.03914 10.176677 15.501171
4294 1 33.777785 17.998431 17.370373
4295 1 33.996998 18.199922 19.918903
4296 1 37.671373 14.003426 19.990082
4297 2 31.994044 10.045036 21.465214
4298 1 37.679183 17.938721 17.539796
4299 1 38.042042 11.874968 18.430555
4300 2 35.821672 14.230154 15.826452
4301 1 35.871973 11.998811 17.20743
4302 2 35.984542 13.954287 18.551125
4303 1 36.029858 12.119897 19.796473
4304 1 35.899126 18.044406 16.017865
4305 1 36.306861 15.995986 17.213421
4306 2 35.719762 17.860997 18.765228
4307 1 36.027918 15.80423 20.069513
4308 1 39.870739 17.672182 18.956074
4309 1 39.596591 13.979881 15.789574
4310 1 34.237388 10.105242 20.050624
4311 1 32.065162 16.290755 14.371858
4312 1 30.240859 17.851567 20.042931
4313 2 33.878204 16.039597 21.246634
4314 1 30.06909 13.878455 17.197169
4315 2 39.795664 17.910229 15.783212
4316 2 38.143174 11.913056 21.462441
4317 1 39.539441 19.819279 20.005712
4318 2 39.704651 13.951565 18.479518
4319 2 35.918259 13.904917 21.457174
4320 2 34.047794 19.936584 15.83936
4321 2 39.997235 18.038094 21.264967
4322 1 37.738327 10.032112 25.838007
4323 1 38.114053 17.943422 23.006568
4324 1 39.696944 16.253423 23.089506
4325 2 32.116514 14.013422 21.782664
4326 1 35.95862 19.946981 25.823669
4327 2 32.062207 10.1813 24.326033
4328 2 30.183517 19.855603 24.815882
4329 1 39.785997 16.101147 25.856698
4330 2 39.968387 18.044178 24.541499
4331 1 34.050628 12.252536 21.748324
4332 1 31.947042 11.903307 22.884537
4333 2 31.903833 13.743287 24.470727
4334 1 32.116449 11.723489 26.187731
4335 1 31.775693 13.887618 27.225248
4336 1 32.177892 15.842942 23.048922
4337 1 31.914295 18.106914 24.366766
4338 1 31.707713 15.868156 25.92539
4339 1 31.972079 18.219746 27.293172
4340 1 29.958421 13.909256 25.79166
4341 2 38.322007 16.026658 27.775129
4342 2 38.075418 12.073923 27.255337
4343 2 34.007724 12.048645 24.337143
4344 1 30.052306 11.631436 24.505421
4345 2 34.251882 11.889531 27.591564
4346 1 34.222179 14.265183 23.0159
4347 1 33.758268 15.866858 24.743079
4348 1 33.725407 13.901022 26.130861
4349 2 34.040426 16.03499 27.288807
4350 1 33.978672 17.968765 23.112946
4351 1 34.070473 18.062206 25.856336
4352 1 32.201928 17.737391 21.636276
4353 1 35.828011 19.628259 22.934037
4354 1 37.835345 16.017472 24.410567
4355 1 36.208008 12.258203 23.091319
4356 2 35.919671 14.253291 24.521025
4357 1 36.21588 12.007706 25.810267
4358 1 35.941949 14.094605 27.447744
4359 1 38.074276 14.134012 25.902204
4360 1 35.994291 16.058537 22.972046
4361 2 35.960137 17.910326 24.52306
4362 1 36.237169 16.100754 26.079535
4363 2 36.171535 17.917628 27.612895
4364 2 39.820929 14.256376 24.490114
4365 1 35.776749 10.115176 24.31866
4366 1 38.070588 18.016554 26.078752
4367 1 39.874294 14.036708 27.352277
4368 2 38.284875 12.099412 24.526202
4369 1 37.944758 14.030697 22.930656
4370 2 30.276265 11.960861 27.844702
4371 2 34.062056 19.855843 27.291342
4372 1 37.862998 10.074962 23.072797
4373 1 35.68143 17.692404 21.531324
4374 1 39.71676 11.750513 28.631747
4375 2 35.888873 10.177596 21.562302
4376 1 30.002499 13.716764 23.054079
4377 1 32.049972 16.002925 28.4894
4378 1 36.4272 11.817399 28.558985
4379 2 39.825495 13.983371 21.519116
4380 2 37.920448 19.963066 21.86034
4381 1 30.21722 15.738938 21.764446
4382 2 37.900861 15.952608 21.777434
4383 2 38.015088 19.912722 27.350671
4384 1 38.088251 17.957654 29.024932
4385 1 36.067761 19.909346 28.784326
4386 1 30.111423 17.971029 31.515143
4387 1 37.745956 18.113998 31.737527
4388 1 38.042939 10.198276 34.653407
4389 1 30.40437 10.097109 32.025627
4390 1 39.97463 19.84745 28.753053
4391 1 37.970242 13.845246 28.938746
4392 2 31.779486 13.817234 30.161112
4393 1 32.317811 11.898862 31.712909
4394 1 32.117417 13.938978 33.283324
4395 1 31.97158 11.811318 34.328887
4396 1 30.087165 13.939848 28.693674
4397 2 36.01011 13.98251 35.889678
4398 2 31.976415 18.040955 30.076763
4399 1 32.078972 15.80498 31.315523
4400 1 32.01307 17.537662 32.607242
4401 1 31.896106 15.911646 34.614746
4402 1 32.229429 11.842276 28.818608
4403 1 35.967666 10.117249 33.031935
4404 1 34.436704 11.928774 30.038318
4405 1 36.114217 19.790625 31.881708
4406 2 33.973946 11.861089 33.137039
4407 2 30.101981 12.147516 33.126753
4408 2 34.185219 15.771478 30.313419
4409 1 33.77814 13.78326 31.338442
4410 2 33.90382 15.868825 33.044933
4411 1 34.099705 14.193829 34.632191
4412 1 38.098289 14.079045 31.8204
4413 1 30.009388 14.258664 34.708558
4414 1 33.948907 17.988534 31.686996
4415 1 33.419344 17.897836 34.300523
4416 2 38.042479 16.056487 33.302684
4417 1 30.3462 11.986763 30.394722
4418 2 35.93509 14.009266 30.393199
4419 1 36.162012 11.995788 31.536435
4420 1 35.996975 13.98748 33.026374
4421 1 35.815293 12.026818 34.879209
4422 2 38.178575 15.912438 30.454279
4423 1 35.863636 17.745016 30.095842
4424 1 36.091197 15.986734 31.962989
4425 2 35.677753 18.235157 33.234937
4426 1 35.929551 15.980639 34.414481
4427 2 30.165321 16.052585 32.949478
4428 1 39.891056 12.07768 34.679564
4429 1 38.086945 12.115132 30.251039
4430 1 37.989421 17.802272 34.691284
4431 2 37.941973 12.365111 33.186184
